Date,Value
2019-07-13,3.25
2019-07-14,3.25
2019-07-15,3.125
2019-07-16,3.25
2019-07-17,3.125
2019-07-18,3.125
2019-07-19,3.125
2019-07-20,3.125
2019-07-21,3.125
2019-07-22,3.125
2019-07-23,3.125
2019-07-24,3.125
2019-07-25,3.125
2019-07-26,3.25
2019-07-27,3.25
2019-07-28,3.25
2019-07-29,3.125
2019-07-30,3.125
2019-07-31,3.125
2019-08-01,3.125
2019-08-02,3.125
2019-08-03,3.125
2019-08-04,3.125
2019-08-05,3.125
2019-08-06,3.125
2019-08-07,3.125
2019-08-08,3.125
2019-08-09,3.125
2019-08-10,3.125
2019-08-11,3.125
2019-08-12,3.125
2019-08-13,3.125
2019-08-14,3.125
2019-08-15,3.125
2019-08-16,3.125
2019-08-17,3.125
2019-08-18,3.125
2019-08-19,3.125
2019-08-20,3.125
2019-08-21,3.125
2019-08-22,3.125
2019-08-23,3.125
2019-08-24,3.125
2019-08-25,3.125
2019-08-26,3.0
2019-08-27,3.125
2019-08-28,3.0
2019-08-29,3.0
2019-08-30,3.125
2019-08-31,3.125
2019-09-01,3.125
2019-09-02,3.125
2019-09-03,3.0
2019-09-04,3.0
2019-09-05,3.0
2019-09-06,3.0
2019-09-07,3.0
2019-09-08,3.0
2019-09-09,3.125
2019-09-10,3.125
2019-09-11,3.125
2019-09-12,3.125
2019-09-13,3.25
